"comp_year","div_num","div_name","property","agi_incl","agi_excl","retail","march_adm","population","compind_incl","compind_excl","compind"
"2010-2012",16,"CAMPBELL","$4,060,901,232.00","$969,193,301.00",NULL,"$372,000,569.00",8518,51971,0.249,NULL,0.249
"2010-2012",17,"CAROLINE","$3,684,580,923.00","$576,732,361.00",NULL,"$111,626,919.00",4042,27399,0.358,NULL,0.358
"2010-2012",18,"CARROLL","$2,643,846,224.00","$404,929,337.00","$391,887,668.00","$137,687,053.00",3960,29921,0.2596,0.2573,0.2573
"2010-2012",19,"CHARLES CITY","$926,770,306.00","$158,784,575.00",NULL,"$36,619,279.00",862,6928,0.4203,NULL,0.4203
"2010-2012",20,"CHARLOTTE","$1,148,108,518.00","$179,043,814.00",NULL,"$48,604,896.00",2097,12395,0.2288,NULL,0.2288
"2010-2012",21,"CHESTERFIELD","$35,642,464,051.00","$9,120,043,807.00",NULL,"$3,593,575,942.00",58226,298850,0.3551,NULL,0.3551
"2010-2012",22,"CLARKE","$2,786,298,822.00","$485,583,464.00",NULL,"$84,004,863.00",2142,14319,0.5346,NULL,0.5346
"2010-2012",23,"CRAIG","$550,192,844.00","$88,245,422.00",NULL,"$12,251,839.00",732,5188,0.2903,NULL,0.2903
"2010-2012",24,"CULPEPER","$7,195,478,197.00","$1,078,487,129.00",NULL,"$553,259,148.00",7260,46719,0.4167,NULL,0.4167
"2010-2012",25,"CUMBERLAND","$1,073,050,577.00","$146,286,233.00",NULL,"$37,251,341.00",1447,9665,0.2805,NULL,0.2805
"2010-2012",26,"DICKENSON","$1,141,577,764.00","$190,765,610.00",NULL,"$60,083,344.00",2463,16319,0.194,NULL,0.194
"2010-2012",27,"DINWIDDIE","$2,681,177,616.00","$518,935,294.00",NULL,"$101,263,865.00",4678,26451,0.2631,NULL,0.2631
"2010-2012",28,"ESSEX","$2,058,829,245.00","$208,008,705.00",NULL,"$190,986,135.00",1608,10633,0.4868,NULL,0.4868
"2010-2012",29,"FAIRFAX COUNTY","$239,865,906,235.00","$51,783,720,531.00",NULL,"$13,881,490,657.00",159768,1009428,0.7126,NULL,0.7126
"2010-2012",30,"FAUQUIER","$15,100,679,874.00","$2,811,086,651.00",NULL,"$699,766,512.00",11132,65936,0.6097,NULL,0.6097
"2010-2012",31,"FLOYD","$1,996,899,151.00","$251,342,324.00",NULL,"$58,254,715.00",2038,15017,0.347,NULL,0.347
"2010-2012",32,"FLUVANNA","$3,684,580,305.00","$605,585,665.00","$579,035,163.00","$82,127,802.00",3652,26068,0.3924,0.3867,0.3867
"2010-2012",33,"FRANKLIN COUNTY","$7,663,527,204.00","$1,051,366,194.00",NULL,"$397,420,312.00",7273,51992,0.4011,NULL,0.4011
"2010-2012",34,"FREDERICK","$9,909,646,850.00","$1,929,339,848.00",NULL,"$915,220,314.00",12768,72972,0.3816,NULL,0.3816
"2010-2012",35,"GILES","$1,393,520,599.00","$285,492,404.00",NULL,"$128,106,484.00",2532,16294,0.2649,NULL,0.2649
"2010-2012",36,"GLOUCESTER","$4,670,228,070.00","$886,088,313.00",NULL,"$372,096,647.00",5910,35960,0.3703,NULL,0.3703
"2010-2012",37,"GOOCHLAND","$5,754,476,985.00","$1,379,039,419.00",NULL,"$202,363,229.00",2366,20422,0.8,NULL,0.8
"2010-2012",38,"GRAYSON","$2,027,459,316.00","$220,837,685.00","$212,451,322.00","$34,153,084.00",2059,16152,0.3208,0.3178,0.3178
"2010-2012",39,"GREENE","$2,315,014,881.00","$380,180,196.00",NULL,"$87,904,768.00",2705,17703,0.35,NULL,0.35
"2010-2012",40,"GREENSVILLE","$731,541,269.00","$193,943,392.00","$156,192,667.00","$30,165,144.00",1585,12493,0.2203,0.1998,0.1998
"2010-2012",41,"HALIFAX","$3,804,168,752.00","$541,935,298.00",NULL,"$276,044,225.00",5750,35862,0.2748,NULL,0.2748
"2010-2012",42,"HANOVER","$14,228,192,027.00","$3,125,701,566.00",NULL,"$1,677,157,317.00",18707,96992,0.4195,NULL,0.4195
"2010-2012",43,"HENRICO","$37,193,676,892.00","$9,314,039,254.00",NULL,"$5,074,051,665.00",47800,289847,0.437,NULL,0.437
"2010-2012",44,"HENRY","$3,168,928,023.00","$857,251,860.00",NULL,"$380,792,952.00",7359,53790,0.2315,NULL,0.2315
"2010-2012",45,"HIGHLAND","$789,481,019.00","$46,853,809.00","$45,247,114.00","$7,960,406.00",271,2336,0.7887,0.7846,0.7846
"2010-2012",46,"ISLE OF WIGHT","$4,792,578,758.00","$886,229,186.00",NULL,"$201,009,257.00",5286,34041,0.3926,NULL,0.3926
"2010-2012",47,"JAMES CITY","$11,537,717,748.00","$2,272,394,933.00",NULL,"$843,370,461.00",9353,61495,0.5668,NULL,0.5668
"2010-2012",48,"KING GEORGE","$3,585,885,228.00","$586,054,380.00",NULL,"$99,909,724.00",3882,22487,0.3875,NULL,0.3875
"2010-2012",49,"KING AND QUEEN","$1,069,032,085.00","$131,766,882.00",NULL,"$14,690,002.00",793,6939,0.4404,NULL,0.4404
"2010-2012",50,"KING WILLIAM","$1,541,762,957.00","$296,033,641.00",NULL,"$56,625,567.00",2119,12314,0.3291,NULL,0.3291
"2010-2012",51,"LANCASTER","$3,680,595,660.00","$365,838,792.00",NULL,"$158,669,946.00",1335,11593,0.8,NULL,0.8
"2010-2012",52,"LEE","$1,201,728,580.00","$283,845,988.00","$274,622,841.00","$112,820,913.00",3457,25190,0.171,0.1692,0.1692
"2010-2012",53,"LOUDOUN","$62,943,925,071.00","$12,501,649,516.00",NULL,"$4,185,298,375.00",53317,278909,0.5854,NULL,0.5854
"2010-2012",54,"LOUISA","$7,614,304,791.00","$687,744,236.00",NULL,"$130,053,188.00",4538,31415,0.5392,NULL,0.5392
"2010-2012",55,"LUNENBURG","$943,995,442.00","$167,250,104.00",NULL,"$36,888,344.00",1612,13171,0.2308,NULL,0.2308
"2010-2012",56,"MADISON","$2,703,626,696.00","$344,270,368.00",NULL,"$82,903,201.00",1843,13778,0.5204,NULL,0.5204
"2010-2012",57,"MATHEWS","$2,112,761,238.00","$279,412,304.00",NULL,"$40,003,702.00",1280,9249,0.5882,NULL,0.5882
"2010-2012",58,"MECKLENBURG","$3,925,469,727.00","$519,610,486.00","$503,212,100.00","$324,611,481.00",4682,32259,0.334,0.3315,0.3315
"2010-2012",59,"MIDDLESEX","$2,995,915,634.00","$266,145,239.00",NULL,"$83,785,494.00",1251,10235,0.743,NULL,0.743
"2010-2012",60,"MONTGOMERY","$7,184,151,277.00","$1,706,067,227.00","$1,641,118,155.00","$925,898,590.00",9562,88983,0.3597,0.3549,0.3549
"2010-2012",62,"NELSON","$3,580,800,425.00","$353,927,671.00",NULL,"$87,120,180.00",2038,15116,0.5734,NULL,0.5734
"2010-2012",63,"NEW KENT","$2,746,097,678.00","$493,611,777.00",NULL,"$85,612,999.00",2705,17059,0.4312,NULL,0.4312
"2010-2012",65,"NORTHAMPTON","$2,787,728,639.00","$248,956,442.00",NULL,"$129,010,363.00",1812,13176,0.5109,NULL,0.5109
"2010-2012",66,"NORTHUMBERLAND","$4,331,109,680.00","$302,498,526.00",NULL,"$67,594,329.00",1430,13316,0.8,NULL,0.8
"2010-2012",67,"NOTTOWAY","$1,238,719,116.00","$234,149,713.00",NULL,"$119,676,272.00",2223,15497,0.2547,NULL,0.2547
"2010-2012",68,"ORANGE","$5,356,055,815.00","$819,633,256.00",NULL,"$206,603,584.00",5044,32473,0.4257,NULL,0.4257
"2010-2012",69,"PAGE","$2,826,591,613.00","$415,149,075.00",NULL,"$151,620,907.00",3526,23964,0.3181,NULL,0.3181
"2010-2012",70,"PATRICK","$1,597,624,329.00","$257,211,064.00","$249,348,416.00","$79,229,576.00",2566,19285,0.246,0.2439,0.2439
"2010-2012",71,"PITTSYLVANIA","$4,633,704,037.00","$1,069,654,729.00",NULL,"$191,330,132.00",9026,61328,0.2401,NULL,0.2401
"2010-2012",72,"POWHATAN","$3,785,970,251.00","$786,031,854.00",NULL,"$141,083,546.00",4334,27430,0.3969,NULL,0.3969
"2010-2012",73,"PRINCE EDWARD","$1,656,342,489.00","$295,721,038.00",NULL,"$280,717,927.00",2520,21130,0.3043,NULL,0.3043
"2010-2012",74,"PRINCE GEORGE","$3,056,869,668.00","$664,538,759.00",NULL,"$107,036,605.00",6158,36633,0.2344,NULL,0.2344
"2010-2012",75,"PRINCE WILLIAM","$58,646,231,643.00","$11,012,590,431.00",NULL,"$4,190,609,140.00",70611,373427,0.4036,NULL,0.4036
"2010-2012",77,"PULASKI","$2,856,178,007.00","$609,335,277.00",NULL,"$291,034,371.00",4747,34306,0.287,NULL,0.287
"2010-2012",78,"RAPPAHANNOCK","$2,359,096,126.00","$243,935,993.00",NULL,"$36,997,851.00",943,6973,0.8,NULL,0.8
"2010-2012",79,"RICHMOND COUNTY","$1,166,131,873.00","$196,546,948.00","$159,678,558.00","$63,615,951.00",1204,9854,0.3822,0.3562,0.3562
"2010-2012",80,"ROANOKE COUNTY","$8,691,743,371.00","$2,598,032,309.00",NULL,"$930,227,142.00",14802,90497,0.346,NULL,0.346
"2010-2012",81,"ROCKBRIDGE","$3,573,998,055.00","$496,567,138.00",NULL,"$245,446,466.00",2667,21745,0.505,NULL,0.505
"2010-2012",82,"ROCKINGHAM","$9,067,097,100.00","$1,681,968,773.00",NULL,"$455,607,543.00",11340,74057,0.3489,NULL,0.3489
"2010-2012",83,"RUSSELL","$1,878,279,667.00","$386,080,922.00",NULL,"$156,657,814.00",4133,28784,0.2113,NULL,0.2113
"2010-2012",84,"SCOTT","$1,391,760,882.00","$335,119,224.00","$314,334,640.00","$113,922,316.00",3832,23964,0.1868,0.1821,0.1821
"2010-2012",85,"SHENANDOAH","$6,274,028,306.00","$853,389,130.00",NULL,"$348,620,768.00",6068,40647,0.4029,NULL,0.4029
"2010-2012",86,"SMYTH","$2,003,446,368.00","$475,107,030.00",NULL,"$191,432,560.00",4881,31835,0.21,NULL,0.21
"2010-2012",87,"SOUTHAMPTON","$2,091,786,150.00","$332,321,371.00","$321,755,485.00","$46,496,670.00",2790,18942,0.2924,0.2896,0.2896
"2010-2012",88,"SPOTSYLVANIA","$17,401,855,519.00","$3,123,942,761.00",NULL,"$1,408,121,720.00",23936,119559,0.3593,NULL,0.3593
"2010-2012",89,"STAFFORD","$17,575,611,623.00","$3,378,123,262.00",NULL,"$879,058,868.00",26114,122793,0.3362,NULL,0.3362
"2010-2012",90,"SURRY","$2,470,879,203.00","$122,438,587.00","$118,638,726.00","$26,865,054.00",985,6970,0.6983,0.6955,0.6955
"2010-2012",91,"SUSSEX","$1,141,942,581.00","$166,943,040.00","$161,109,462.00","$63,255,802.00",1271,12044,0.3244,0.3213,0.3213
"2010-2012",92,"TAZEWELL","$2,762,744,863.00","$756,168,830.00",NULL,"$520,718,234.00",6678,43365,0.2487,NULL,0.2487
"2010-2012",93,"WARREN","$5,509,604,021.00","$850,495,710.00",NULL,"$268,301,319.00",5252,35748,0.4204,NULL,0.4204
"2010-2012",94,"WASHINGTON","$4,644,645,451.00","$1,097,765,493.00","$1,039,017,624.00","$558,171,465.00",7297,53015,0.323,0.3165,0.3165
"2010-2012",95,"WESTMORELAND","$2,667,747,994.00","$264,529,556.00",NULL,"$66,303,172.00",1714,13299,0.502,NULL,0.502
"2010-2012",96,"WISE","$2,175,133,240.00","$581,859,257.00",NULL,"$284,682,854.00",6572,40962,0.1885,NULL,0.1885
"2010-2012",97,"WYTHE","$2,938,447,004.00","$475,193,823.00",NULL,"$351,163,075.00",4264,27585,0.3142,NULL,0.3142
"2010-2012",98,"YORK","$9,305,825,637.00","$1,755,535,036.00",NULL,"$865,798,424.00",12745,64003,0.3727,NULL,0.3727
"2010-2012",101,"ALEXANDRIA","$34,764,377,818.00","$6,519,623,764.00",NULL,"$2,090,141,647.00",10430,136601,0.8,NULL,0.8
"2010-2012",102,"BRISTOL","$1,213,088,113.00","$404,618,248.00","$267,443,990.00","$361,849,302.00",2272,17285,0.3666,0.3132,0.3132
"2010-2012",103,"BUENA VISTA","$432,166,955.00","$93,602,362.00",NULL,"$34,377,733.00",1151,6275,0.1932,NULL,0.1932
"2010-2012",104,"CHARLOTTESVILLE","$5,307,700,882.00","$1,204,460,183.00",NULL,"$895,966,828.00",3880,39651,0.656,NULL,0.656
"2010-2012",106,"COLONIAL HEIGHTS","$2,043,015,714.00","$388,100,332.00",NULL,"$690,249,200.00",2887,17372,0.4428,NULL,0.4428
"2010-2012",107,"COVINGTON","$320,536,049.00","$92,129,300.00",NULL,"$109,441,565.00",855,5828,0.2597,NULL,0.2597
"2010-2012",108,"DANVILLE","$2,336,202,870.00","$791,353,238.00","$712,511,708.00","$706,644,236.00",6471,44978,0.2574,0.247,0.247
"2010-2012",109,"FALLS CHURCH","$3,373,094,811.00","$694,803,131.00","$658,537,869.00","$306,265,421.00",1911,11214,0.8,0.8,0.8
"2010-2012",110,"FREDERICKSBURG","$4,522,726,264.00","$608,019,793.00","$576,705,709.00","$988,455,258.00",2574,22291,0.7854,0.7763,0.7763
"2010-2012",111,"GALAX","$488,287,231.00","$111,553,628.00","$104,434,522.00","$189,915,365.00",1315,6655,0.2745,0.2695,0.2695
"2010-2012",112,"HAMPTON","$12,129,423,172.00","$2,378,266,490.00",NULL,"$1,273,247,127.00",21318,144205,0.269,NULL,0.269
"2010-2012",113,"HARRISONBURG","$3,645,298,610.00","$581,424,812.00",NULL,"$1,097,007,901.00",4320,44852,0.4133,NULL,0.4133
"2010-2012",114,"HOPEWELL","$1,809,884,036.00","$344,343,274.00",NULL,"$185,243,970.00",3854,22922,0.2285,NULL,0.2285
"2010-2012",115,"LYNCHBURG","$5,056,466,782.00","$1,429,237,450.00",NULL,"$1,282,269,763.00",8301,70056,0.3643,NULL,0.3643
"2010-2012",116,"MARTINSVILLE","$817,668,909.00","$270,948,408.00","$252,860,762.00","$169,996,834.00",2424,14236,0.2329,0.2263,0.2263
"2010-2012",117,"NEWPORT NEWS","$16,312,712,929.00","$3,172,305,525.00",NULL,"$2,121,689,632.00",29441,181220,0.2778,NULL,0.2778
"2010-2012",118,"NORFOLK","$20,562,421,132.00","$3,932,024,299.00","$3,767,474,641.00","$2,888,403,405.00",32213,235915,0.3043,0.3004,0.3004
"2010-2012",119,"NORTON","$243,419,913.00","$78,588,867.00","$71,786,219.00","$155,634,966.00",780,3901,0.3127,0.3042,0.3042
"2010-2012",120,"PETERSBURG","$1,760,378,385.00","$458,653,029.00",NULL,"$338,215,289.00",4586,30338,0.2255,NULL,0.2255
"2010-2012",121,"PORTSMOUTH","$7,760,354,340.00","$1,607,940,846.00","$1,554,727,921.00","$590,809,475.00",14287,97851,0.2524,0.2497,0.2497
"2010-2012",122,"RADFORD","$863,917,905.00","$337,987,751.00",NULL,"$74,833,616.00",1528,15418,0.3251,NULL,0.3251
"2010-2012",123,"RICHMOND CITY","$23,073,414,362.00","$5,681,866,956.00","$5,400,775,176.00","$2,477,325,359.00",22033,194974,0.5039,0.4945,0.4945
"2010-2012",124,"ROANOKE CITY","$7,435,242,041.00","$1,865,730,747.00",NULL,"$1,900,930,872.00",12279,92024,0.3582,NULL,0.3582
"2010-2012",126,"STAUNTON","$2,026,390,736.00","$484,017,518.00",NULL,"$371,497,998.00",2601,22818,0.4024,NULL,0.4024
"2010-2012",127,"SUFFOLK","$10,157,849,159.00","$1,884,773,098.00",NULL,"$645,231,057.00",13513,81367,0.3432,NULL,0.3432
"2010-2012",128,"VIRGINIA BEACH","$62,253,598,205.00","$11,279,064,582.00",NULL,"$4,937,885,412.00",70473,430349,0.406,NULL,0.406
"2010-2012",130,"WAYNESBORO","$2,049,925,429.00","$404,871,726.00",NULL,"$399,213,371.00",2994,20116,0.3609,NULL,0.3609
"2010-2012",131,"WILLIAMSBURG","$1,895,350,967.00","$404,835,448.00","$390,382,223.00","$417,579,293.00",758,13273,0.8,0.8,0.8
"2010-2012",132,"WINCHESTER","$3,358,927,544.00","$679,848,272.00",NULL,"$860,088,400.00",3652,25946,0.5124,NULL,0.5124
"2010-2012",134,"FAIRFAX CITY","$5,764,735,881.00","$1,054,976,189.00","$981,622,070.00","$1,035,082,502.00",2778,23444,0.8,0.8,0.8
"2010-2012",135,"FRANKLIN CITY","$704,059,718.00","$163,047,779.00","$150,926,568.00","$134,330,538.00",1257,8357,0.3128,0.3047,0.3047
"2010-2012",136,"CHESAPEAKE","$26,279,816,531.00","$5,055,886,306.00",NULL,"$3,235,156,674.00",39002,215906,0.3465,NULL,0.3465
"2010-2012",137,"LEXINGTON","$662,105,900.00","$145,781,477.00",NULL,"$64,258,059.00",609,7155,0.4601,NULL,0.4601
"2010-2012",138,"EMPORIA","$434,928,299.00","$82,891,596.00","$69,324,314.00","$118,005,737.00",951,5395,0.2738,0.2602,0.2602
"2010-2012",139,"SALEM","$2,280,430,721.00","$577,146,883.00",NULL,"$492,277,031.00",3922,24609,0.3516,NULL,0.3516
"2010-2012",140,"BEDFORD CITY","$473,186,049.00","$107,921,083.00",NULL,"$91,125,931.00",875,6056,0.2969,NULL,0.2969
"2010-2012",142,"POQUOSON","$1,693,174,867.00","$377,449,164.00",NULL,"$42,473,671.00",2454,11818,0.3524,NULL,0.3524
"2010-2012",143,"MANASSAS","$5,260,141,116.00","$904,067,097.00",NULL,"$521,541,972.00",6154,36197,0.4005,NULL,0.4005
"2010-2012",144,"MANASSAS PARK","$1,655,844,603.00","$291,289,940.00",NULL,"$165,821,013.00",2371,13861,0.3311,NULL,0.3311
"2010-2012",202,"COLONIAL BEACH","$600,384,223.00","$73,916,305.00",NULL,"$18,526,797.00",588,3716,0.3785,NULL,0.3785
"2010-2012",207,"WEST POINT","$411,472,440.00","$74,839,845.00",NULL,"$14,315,429.00",801,3113,0.2667,NULL,0.2667
"2012-2014",1,"ACCOMACK","$4,451,393,611.00","$535,509,744.00",NULL,"$271,079,648.00",4855,33548,0.3719,NULL,0.3719
"2012-2014",2,"ALBEMARLE","$18,722,429,089.00","$3,178,963,481.00",NULL,"$1,108,475,225.00",12624,97694,0.6502,NULL,0.6502
"2012-2014",3,"ALLEGHANY","$1,193,877,227.00","$269,993,000.00",NULL,"$63,621,550.00",2769,16505,0.2297,NULL,0.2297
"2012-2014",4,"AMELIA","$1,471,101,455.00","$228,781,960.00",NULL,"$52,631,040.00",1792,12575,0.3473,NULL,0.3473
"2012-2014",5,"AMHERST","$2,940,532,414.00","$525,117,321.00",NULL,"$225,671,259.00",4444,32645,0.3075,NULL,0.3075
"2012-2014",6,"APPOMATTOX","$1,390,121,858.00","$247,934,156.00",NULL,"$77,312,061.00",2194,14726,0.2945,NULL,0.2945
"2012-2014",7,"ARLINGTON","$60,313,707,986.00","$10,381,698,517.00",NULL,"$2,959,336,528.00",19267,195668,0.8,NULL,0.8
"2012-2014",8,"AUGUSTA","$8,697,115,964.00","$1,440,303,585.00",NULL,"$394,755,753.00",10515,74102,0.3627,NULL,0.3627
"2012-2014",9,"BATH","$2,554,342,263.00","$91,376,356.00",NULL,"$59,861,255.00",672,4863,0.8,NULL,0.8
"2012-2014",10,"BEDFORD COUNTY","$9,799,015,089.00","$1,534,183,181.00",NULL,"$335,456,497.00",9728,68003,0.4268,NULL,0.4268
"2012-2014",11,"BLAND","$715,482,876.00","$98,373,937.00",NULL,"$15,489,051.00",921,6819,0.3029,NULL,0.3029
"2012-2014",12,"BOTETOURT","$3,873,486,982.00","$766,184,164.00",NULL,"$166,563,450.00",4978,33374,0.371,NULL,0.371
"2012-2014",13,"BRUNSWICK","$1,555,159,665.00","$211,170,894.00",NULL,"$53,669,629.00",2057,18340,0.2837,NULL,0.2837
"2012-2014",14,"BUCHANAN","$2,738,821,286.00","$333,508,188.00",NULL,"$127,560,716.00",3259,24384,0.3263,NULL,0.3263
"2012-2014",15,"BUCKINGHAM","$1,521,850,858.00","$208,360,136.00",NULL,"$106,085,130.00",1953,17153,0.3104,NULL,0.3104
"2012-2014",16,"CAMPBELL","$4,171,727,992.00","$918,220,201.00",NULL,"$370,419,571.00",8353,54929,0.2655,NULL,0.2655
"2012-2014",17,"CAROLINE","$2,876,250,243.00","$565,699,218.00",NULL,"$110,948,698.00",4078,28070,0.3306,NULL,0.3306
"2012-2014",18,"CARROLL","$2,863,037,039.00","$372,833,027.00",NULL,"$132,878,892.00",3972,30646,0.2831,NULL,0.2831
"2012-2014",19,"CHARLES CITY","$976,467,743.00","$143,623,749.00",NULL,"$20,564,186.00",827,7265,0.4483,NULL,0.4483
"2012-2014",20,"CHARLOTTE","$1,092,616,972.00","$169,179,451.00",NULL,"$44,121,579.00",2062,12528,0.2365,NULL,0.2365
"2012-2014",21,"CHESTERFIELD","$34,170,453,428.00","$8,384,040,920.00",NULL,"$3,345,047,845.00",58665,311560,0.3539,NULL,0.3539
"2012-2014",22,"CLARKE","$2,264,920,530.00","$422,765,870.00",NULL,"$71,433,980.00",2141,13977,0.4892,NULL,0.4892
"2012-2014",23,"CRAIG","$541,562,085.00","$83,653,660.00",NULL,"$12,886,883.00",700,5133,0.3163,NULL,0.3163
"2012-2014",24,"CULPEPER","$5,281,074,170.00","$1,014,489,930.00",NULL,"$480,170,802.00",7416,45825,0.3668,NULL,0.3668
"2012-2014",25,"CUMBERLAND","$1,069,699,525.00","$136,107,935.00",NULL,"$29,821,670.00",1393,10029,0.2971,NULL,0.2971
"2012-2014",26,"DICKENSON","$1,517,983,403.00","$198,111,502.00",NULL,"$64,054,958.00",2455,16012,0.2547,NULL,0.2547
"2012-2014",27,"DINWIDDIE","$2,889,082,395.00","$489,339,910.00",NULL,"$95,609,217.00",4679,27610,0.285,NULL,0.285
"2012-2014",28,"ESSEX","$1,602,160,518.00","$198,756,646.00",NULL,"$164,186,905.00",1604,10947,0.4364,NULL,0.4364
"2012-2014",29,"FAIRFAX COUNTY","$218,889,435,802.00","$47,640,758,200.00",NULL,"$12,932,168,326.00",165367,1070053,0.6789,NULL,0.6789
"2012-2014",30,"FAUQUIER","$11,942,754,221.00","$2,306,956,870.00",NULL,"$587,631,303.00",11111,64497,0.5377,NULL,0.5377
"2012-2014",31,"FLOYD","$1,836,002,655.00","$238,559,214.00",NULL,"$59,345,578.00",2084,15232,0.344,NULL,0.344
"2012-2014",32,"FLUVANNA","$3,451,515,106.00","$531,321,109.00",NULL,"$90,658,684.00",3678,25328,0.3924,NULL,0.3924
"2012-2014",33,"FRANKLIN COUNTY","$7,957,254,842.00","$931,336,456.00",NULL,"$340,399,968.00",7200,55357,0.4181,NULL,0.4181
"2012-2014",34,"FREDERICK","$8,239,674,671.00","$1,880,092,732.00",NULL,"$813,226,140.00",12958,76587,0.3601,NULL,0.3601
"2012-2014",35,"GILES","$1,341,666,055.00","$275,469,326.00",NULL,"$124,648,378.00",2547,17280,0.2706,NULL,0.2706
"2012-2014",36,"GLOUCESTER","$4,635,615,530.00","$814,446,887.00",NULL,"$333,790,286.00",5919,36776,0.3798,NULL,0.3798
"2012-2014",37,"GOOCHLAND","$5,273,258,201.00","$1,048,774,887.00",NULL,"$194,700,272.00",2454,21261,0.8,NULL,0.8
"2012-2014",38,"GRAYSON","$1,915,208,078.00","$198,634,460.00","$190,702,662.00","$35,319,877.00",1929,15779,0.342,0.3385,0.3385
"2012-2014",39,"GREENE","$2,343,267,306.00","$359,663,639.00",NULL,"$105,375,993.00",2743,18049,0.3724,NULL,0.3724
"2012-2014",40,"GREENSVILLE","$746,838,875.00","$190,573,081.00","$146,409,903.00","$35,419,647.00",1559,12402,0.2442,0.2174,0.2174
"2012-2014",41,"HALIFAX","$3,793,992,927.00","$517,691,742.00",NULL,"$270,520,889.00",5647,36448,0.2943,NULL,0.2943
"2012-2014",42,"HANOVER","$13,548,365,625.00","$2,839,509,086.00",NULL,"$1,438,740,565.00",18433,98873,0.4203,NULL,0.4203
"2012-2014",43,"HENRICO","$35,833,063,765.00","$8,292,268,311.00",NULL,"$4,632,418,985.00",48332,304622,0.4276,NULL,0.4276
"2012-2014",44,"HENRY","$3,356,872,357.00","$749,213,920.00",NULL,"$343,985,994.00",7142,54919,0.243,NULL,0.243
"2012-2014",45,"HIGHLAND","$812,256,710.00","$37,733,245.00",NULL,"$7,978,254.00",244,2389,0.8,NULL,0.8
"2012-2014",46,"ISLE OF WIGHT","$5,011,976,295.00","$877,326,673.00",NULL,"$200,079,929.00",5379,34845,0.4258,NULL,0.4258
"2012-2014",47,"JAMES CITY","$11,704,349,566.00","$2,002,634,441.00",NULL,"$787,049,384.00",9657,64997,0.5628,NULL,0.5628
"2012-2014",48,"KING GEORGE","$3,048,840,616.00","$611,890,026.00",NULL,"$108,703,459.00",4029,23234,0.3787,NULL,0.3787
"2012-2014",49,"KING AND QUEEN","$912,792,994.00","$125,931,366.00",NULL,"$10,935,587.00",729,7027,0.4469,NULL,0.4469
"2012-2014",50,"KING WILLIAM","$1,477,048,296.00","$280,287,821.00",NULL,"$60,825,620.00",2145,12536,0.3375,NULL,0.3375
"2012-2014",51,"LANCASTER","$3,066,525,255.00","$262,669,013.00",NULL,"$156,915,351.00",1315,11487,0.7934,NULL,0.7934
"2012-2014",52,"LEE","$1,138,598,241.00","$283,189,934.00","$273,717,828.00","$122,851,363.00",3374,25501,0.1849,0.1826,0.1826
"2012-2014",53,"LOUDOUN","$60,025,322,925.00","$12,996,829,711.00",NULL,"$4,113,301,056.00",59261,309640,0.5666,NULL,0.5666
"2012-2014",54,"LOUISA","$7,378,492,832.00","$665,566,237.00",NULL,"$172,685,317.00",4533,32599,0.5659,NULL,0.5659
"2012-2014",55,"LUNENBURG","$966,577,224.00","$157,484,480.00",NULL,"$36,919,723.00",1565,13021,0.2535,NULL,0.2535
"2012-2014",56,"MADISON","$2,065,582,569.00","$271,463,594.00",NULL,"$71,755,844.00",1810,13264,0.4486,NULL,0.4486
"2012-2014",57,"MATHEWS","$1,936,040,362.00","$200,403,944.00",NULL,"$37,936,707.00",1239,8974,0.5589,NULL,0.5589
"2012-2014",58,"MECKLENBURG","$4,245,951,586.00","$477,336,257.00","$461,110,584.00","$298,261,310.00",4620,32697,0.368,0.365,0.365
"2012-2014",59,"MIDDLESEX","$2,665,733,193.00","$226,564,895.00",NULL,"$78,146,239.00",1191,10867,0.7232,NULL,0.7232
"2012-2014",60,"MONTGOMERY","$7,571,036,490.00","$1,828,461,254.00",NULL,"$897,455,302.00",9495,93714,0.4053,NULL,0.4053
"2012-2014",62,"NELSON","$3,296,671,052.00","$302,922,511.00",NULL,"$78,531,849.00",1885,15013,0.5928,NULL,0.5928
"2012-2014",63,"NEW KENT","$2,612,081,661.00","$495,356,331.00",NULL,"$96,749,625.00",2786,17971,0.4414,NULL,0.4414
"2012-2014",65,"NORTHAMPTON","$2,438,752,588.00","$214,924,855.00",NULL,"$107,848,718.00",1697,12580,0.5103,NULL,0.5103
"2012-2014",66,"NORTHUMBERLAND","$3,720,688,654.00","$260,841,950.00",NULL,"$61,993,865.00",1373,12342,0.8,NULL,0.8
"2012-2014",67,"NOTTOWAY","$1,020,120,983.00","$226,315,885.00","$217,967,050.00","$110,611,764.00",2174,15779,0.248,0.2447,0.2447
"2012-2014",68,"ORANGE","$4,159,528,827.00","$762,194,193.00",NULL,"$189,399,791.00",5058,33138,0.3842,NULL,0.3842
"2012-2014",69,"PAGE","$2,519,461,772.00","$373,571,393.00",NULL,"$153,255,687.00",3476,24004,0.3143,NULL,0.3143
"2012-2014",70,"PATRICK","$1,868,573,620.00","$230,675,685.00","$222,990,292.00","$79,025,076.00",2501,18770,0.2892,0.2866,0.2866
"2012-2014",71,"PITTSYLVANIA","$4,630,668,758.00","$992,581,688.00",NULL,"$157,896,368.00",8961,63644,0.2475,NULL,0.2475
