"comp_year","div_num","div_name","property","agi_incl","agi_excl","retail","march_adm","population","compind_incl","compind_excl","compind"
"2000-2002",1,"ACCOMACK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3151
"2000-2002",2,"ALBEMARLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6339
"2000-2002",3,"ALLEGHANY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3128
"2000-2002",4,"AMELIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.35
"2000-2002",5,"AMHERST",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3182
"2000-2002",6,"APPOMATTOX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3121
"2000-2002",7,"ARLINGTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2000-2002",8,"AUGUSTA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3638
"2000-2002",9,"BATH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2000-2002",10,"BEDFORD COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3996
"2000-2002",11,"BLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2748
"2000-2002",12,"BOTETOURT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4148
"2000-2002",13,"BRUNSWICK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2822
"2000-2002",14,"BUCHANAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2573
"2000-2002",15,"BUCKINGHAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2694
"2000-2002",16,"CAMPBELL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3056
"2000-2002",17,"CAROLINE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3169
"2000-2002",18,"CARROLL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2952
"2000-2002",19,"CHARLES CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4048
"2000-2002",20,"CHARLOTTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2469
"2000-2002",21,"CHESTERFIELD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4055
"2000-2002",22,"CLARKE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.517
"2000-2002",23,"CRAIG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3416
"2000-2002",24,"CULPEPER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3999
"2000-2002",25,"CUMBERLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3394
"2000-2002",26,"DICKENSON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2358
"2000-2002",27,"DINWIDDIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.294
"2000-2002",28,"ESSEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4529
"2000-2002",29,"FAIRFAX COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7171
"2000-2002",30,"FAUQUIER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6115
"2000-2002",31,"FLOYD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3496
"2000-2002",32,"FLUVANNA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3817
"2000-2002",33,"FRANKLIN COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3923
"2000-2002",34,"FREDERICK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3842
"2000-2002",35,"GILES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3182
"2000-2002",36,"GLOUCESTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3255
"2000-2002",37,"GOOCHLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2000-2002",38,"GRAYSON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2859
"2000-2002",39,"GREENE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3267
"2000-2002",40,"GREENSVILLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2483
"2000-2002",41,"HALIFAX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.387
"2000-2002",42,"HANOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4693
"2000-2002",43,"HENRICO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5214
"2000-2002",44,"HENRY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.307
"2000-2002",45,"HIGHLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5502
"2000-2002",46,"ISLE OF WIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3749
"2000-2002",47,"JAMES CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6404
"2000-2002",48,"KING GEORGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3539
"2000-2002",49,"KING AND QUEEN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4021
"2000-2002",50,"KING WILLIAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3662
"2000-2002",51,"LANCASTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6395
"2000-2002",52,"LEE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1886
"2000-2002",53,"LOUDOUN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6571
"2000-2002",54,"LOUISA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6624
"2000-2002",55,"LUNENBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2448
"2000-2002",56,"MADISON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4005
"2000-2002",57,"MATHEWS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4798
"2000-2002",58,"MECKLENBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3346
"2000-2002",59,"MIDDLESEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5658
"2000-2002",60,"MONTGOMERY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3812
"2000-2002",62,"NELSON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5036
"2000-2002",63,"NEW KENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.423
"2000-2002",65,"NORTHAMPTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.323
"2000-2002",66,"NORTHUMBERLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6221
"2000-2002",67,"NOTTOWAY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2584
"2000-2002",68,"ORANGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4294
"2000-2002",69,"PAGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3088
"2000-2002",70,"PATRICK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2993
"2000-2002",71,"PITTSYLVANIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2805
"2000-2002",72,"POWHATAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4034
"2000-2002",73,"PRINCE EDWARD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3262
"2000-2002",74,"PRINCE GEORGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2723
"2000-2002",75,"PRINCE WILLIAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4031
"2000-2002",77,"PULASKI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3257
"2000-2002",78,"RAPPAHANNOCK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.713
"2000-2002",79,"RICHMOND COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3477
"2000-2002",80,"ROANOKE COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4264
"2000-2002",81,"ROCKBRIDGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4232
"2000-2002",82,"ROCKINGHAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3674
"2000-2002",83,"RUSSELL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2705
"2000-2002",84,"SCOTT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2298
"2000-2002",85,"SHENANDOAH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3908
"2000-2002",86,"SMYTH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2625
"2000-2002",87,"SOUTHAMPTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3093
"2000-2002",88,"SPOTSYLVANIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3692
"2000-2002",89,"STAFFORD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3429
"2000-2002",90,"SURRY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2000-2002",91,"SUSSEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3229
"2000-2002",92,"TAZEWELL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2753
"2000-2002",93,"WARREN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3951
"2000-2002",94,"WASHINGTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3532
"2000-2002",95,"WESTMORELAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3909
"2000-2002",96,"WISE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2237
"2000-2002",97,"WYTHE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3282
"2000-2002",98,"YORK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3881
"2000-2002",101,"ALEXANDRIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2000-2002",102,"BRISTOL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3583
"2000-2002",103,"BUENA VISTA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2518
"2000-2002",104,"CHARLOTTESVILLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5509
"2000-2002",105,"CLIFTON FORGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3128
"2000-2002",106,"COLONIAL HEIGHTS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.494
"2000-2002",107,"COVINGTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3358
"2000-2002",108,"DANVILLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3037
"2000-2002",109,"FALLS CHURCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2000-2002",110,"FREDERICKSBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6859
"2000-2002",111,"GALAX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3339
"2000-2002",112,"HAMPTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2803
"2000-2002",113,"HARRISONBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5493
"2000-2002",114,"HOPEWELL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2673
"2000-2002",115,"LYNCHBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3901
"2000-2002",116,"MARTINSVILLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.321
"2000-2002",117,"NEWPORT NEWS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2799
"2000-2002",118,"NORFOLK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2763
"2000-2002",119,"NORTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3501
"2000-2002",120,"PETERSBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.224
"2000-2002",121,"PORTSMOUTH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2225
"2000-2002",122,"RADFORD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3313
"2000-2002",123,"RICHMOND CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4536
"2000-2002",124,"ROANOKE CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4078
"2000-2002",126,"STAUNTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4131
"2000-2002",127,"SUFFOLK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3229
"2000-2002",128,"VIRGINIA BEACH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3523
"2000-2002",130,"WAYNESBORO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.373
"2000-2002",131,"WILLIAMSBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2000-2002",132,"WINCHESTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5643
"2000-2002",134,"FAIRFAX CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2000-2002",135,"FRANKLIN CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2973
"2000-2002",136,"CHESAPEAKE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3517
"2000-2002",137,"LEXINGTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4578
"2000-2002",138,"EMPORIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3299
"2000-2002",139,"SALEM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.437
"2000-2002",140,"BEDFORD CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.336
"2000-2002",142,"POQUOSON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3414
"2000-2002",143,"MANASSAS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4296
"2000-2002",144,"MANASSAS PARK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3184
"2000-2002",202,"COLONIAL BEACH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.302
"2000-2002",207,"WEST POINT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3203
"2002-2004",1,"ACCOMACK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2929
"2002-2004",2,"ALBEMARLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.622
"2002-2004",3,"ALLEGHANY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2975
"2002-2004",4,"AMELIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.336
"2002-2004",5,"AMHERST",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3034
"2002-2004",6,"APPOMATTOX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2899
"2002-2004",7,"ARLINGTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2002-2004",8,"AUGUSTA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3532
"2002-2004",9,"BATH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2002-2004",10,"BEDFORD COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3943
"2002-2004",11,"BLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3019
"2002-2004",12,"BOTETOURT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4256
"2002-2004",13,"BRUNSWICK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2702
"2002-2004",14,"BUCHANAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2452
"2002-2004",15,"BUCKINGHAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2709
"2002-2004",16,"CAMPBELL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2837
"2002-2004",17,"CAROLINE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3104
"2002-2004",18,"CARROLL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3123
"2002-2004",19,"CHARLES CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.437
"2002-2004",20,"CHARLOTTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2392
"2002-2004",21,"CHESTERFIELD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3882
"2002-2004",22,"CLARKE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5297
"2002-2004",23,"CRAIG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.341
"2002-2004",24,"CULPEPER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3849
"2002-2004",25,"CUMBERLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3203
"2002-2004",26,"DICKENSON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2624
"2002-2004",27,"DINWIDDIE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2877
"2002-2004",28,"ESSEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4122
"2002-2004",29,"FAIRFAX COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7518
"2002-2004",30,"FAUQUIER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5848
"2002-2004",31,"FLOYD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.347
"2002-2004",32,"FLUVANNA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3721
"2002-2004",33,"FRANKLIN COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3874
"2002-2004",34,"FREDERICK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3756
"2002-2004",35,"GILES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.314
"2002-2004",36,"GLOUCESTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3132
"2002-2004",37,"GOOCHLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2002-2004",38,"GRAYSON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2912
"2002-2004",39,"GREENE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3183
"2002-2004",40,"GREENSVILLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2196
"2002-2004",41,"HALIFAX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.238
"2002-2004",42,"HANOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4756
"2002-2004",43,"HENRICO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5113
"2002-2004",44,"HENRY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.293
"2002-2004",45,"HIGHLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6224
"2002-2004",46,"ISLE OF WIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3632
"2002-2004",47,"JAMES CITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6228
"2002-2004",48,"KING GEORGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3514
"2002-2004",49,"KING AND QUEEN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3658
"2002-2004",50,"KING WILLIAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3459
"2002-2004",51,"LANCASTER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6258
"2002-2004",52,"LEE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1859
"2002-2004",53,"LOUDOUN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6851
"2002-2004",54,"LOUISA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6086
"2002-2004",55,"LUNENBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2481
"2002-2004",56,"MADISON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.415
"2002-2004",57,"MATHEWS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4786
"2002-2004",58,"MECKLENBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3346
"2002-2004",59,"MIDDLESEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5572
"2002-2004",60,"MONTGOMERY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3875
"2002-2004",62,"NELSON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4831
"2002-2004",63,"NEW KENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4219
"2002-2004",65,"NORTHAMPTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3407
"2002-2004",66,"NORTHUMBERLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5972
"2002-2004",67,"NOTTOWAY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2451
"2002-2004",68,"ORANGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4221
"2002-2004",69,"PAGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2959
"2002-2004",70,"PATRICK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2813
"2002-2004",71,"PITTSYLVANIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2793
"2002-2004",72,"POWHATAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3956
"2002-2004",73,"PRINCE EDWARD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3108
"2002-2004",74,"PRINCE GEORGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2596
"2002-2004",75,"PRINCE WILLIAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3895
"2002-2004",77,"PULASKI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3263
"2002-2004",78,"RAPPAHANNOCK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.717
"2002-2004",79,"RICHMOND COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3455
"2002-2004",80,"ROANOKE COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4177
"2002-2004",81,"ROCKBRIDGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4271
"2002-2004",82,"ROCKINGHAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3516
"2002-2004",83,"RUSSELL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2548
"2002-2004",84,"SCOTT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2286
"2002-2004",85,"SHENANDOAH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3825
"2002-2004",86,"SMYTH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2498
"2002-2004",87,"SOUTHAMPTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2919
"2002-2004",88,"SPOTSYLVANIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3548
"2002-2004",89,"STAFFORD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3296
"2002-2004",90,"SURRY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2002-2004",91,"SUSSEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3003
"2002-2004",92,"TAZEWELL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2678
"2002-2004",93,"WARREN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3781
"2002-2004",94,"WASHINGTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3484
"2002-2004",95,"WESTMORELAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3719
"2002-2004",96,"WISE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2146
"2002-2004",97,"WYTHE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3125
"2002-2004",98,"YORK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3792
"2002-2004",101,"ALEXANDRIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2002-2004",102,"BRISTOL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3748
"2002-2004",103,"BUENA VISTA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2373
"2002-2004",104,"CHARLOTTESVILLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.571
"2002-2004",106,"COLONIAL HEIGHTS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4755
"2002-2004",107,"COVINGTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3407
"2002-2004",108,"DANVILLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2927
"2002-2004",109,"FALLS CHURCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8
"2002-2004",110,"FREDERICKSBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7011
"2002-2004",111,"GALAX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3378
"2002-2004",112,"HAMPTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2613
"2002-2004",113,"HARRISONBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5286
"2002-2004",114,"HOPEWELL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2496
"2002-2004",115,"LYNCHBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3833
"2002-2004",116,"MARTINSVILLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.299
"2002-2004",117,"NEWPORT NEWS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2675
"2002-2004",118,"NORFOLK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2655
"2002-2004",119,"NORTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3435
"2002-2004",120,"PETERSBURG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2196
"2002-2004",121,"PORTSMOUTH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2164
"2002-2004",122,"RADFORD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3232
