zip,total,total_error,white_total,white_error,african_american_total,african_american_error,asian_total,asian_error,other_race_total,other_race_error,multiracial_total,multiracial_error
24501,28036,1569,16082,1243,10402,1021,28,267,658,479,1254,439
24502,46044,1065,34794,995,7652,618,70,1436,598,298,3128,859
24503,19349,967,16308,902,2316,485,23,379,78,105,536,359
24504,9765,1103,5133,692,4471,949,17,68,5,43,176,153
24517,4743,205,3265,343,1414,255,12,16,0,36,96,100
24520,2261,497,1562,399,699,248,12,0,0,36,0,36
24521,9830,740,8267,773,1142,303,77,28,159,130,468,223
24522,9206,648,7616,547,1381,368,8,12,29,51,336,240
24523,19711,897,16316,956,2755,457,22,103,20,51,1034,445
24526,1264,238,1151,234,65,53,12,0,1,26,94,124
24527,2884,410,1948,339,901,257,12,0,0,36,70,106
24528,3126,398,1890,285,964,296,11,0,50,106,444,296
24529,2050,385,1339,307,693,245,12,0,0,36,36,68
24530,932,239,725,220,144,83,12,0,15,43,96,122
24531,8818,598,6484,564,2027,306,6,56,114,155,274,149
24534,1208,381,658,239,525,237,12,0,0,36,50,114
24536,286,209,286,209,0,12,12,0,0,36,0,36
24538,5591,682,4583,610,866,250,17,0,19,60,246,165
24539,80,31,24,19,56,26,12,0,0,36,0,36
24540,31607,1006,16704,699,13430,796,22,226,174,176,2146,653
24541,27114,878,15213,584,10272,762,17,435,219,214,1950,659
24549,3805,512,3057,411,368,144,12,6,142,172,464,412
24550,7272,617,6306,587,675,249,68,108,79,111,208,135
24551,25625,938,22125,930,1766,310,23,886,227,198,1242,632
24553,1489,433,1289,381,200,149,12,0,0,36,0,36
24554,3952,441,3075,423,652,169,18,0,43,69,364,296
24555,2245,442,1829,413,217,121,34,24,26,58,298,292
24556,3218,430,2972,431,137,102,12,53,12,45,88,152
24557,7696,593,5690,532,1739,334,17,3,45,104,438,277
24558,5813,556,3686,473,1962,363,17,0,10,50,310,283
24562,526,229,486,222,40,57,12,0,0,36,0,36
24563,5290,405,4149,450,987,282,15,1,16,49,274,204
24565,815,145,423,129,379,92,12,0,0,36,26,43
24566,1386,341,1018,306,269,166,12,26,0,36,146,176
24569,938,396,601,353,329,172,12,0,0,36,16,34
24570,0,12,0,12,0,12,12,0,0,36,0,36
24571,2310,326,1827,294,323,131,6,0,12,36,296,234
24572,16691,571,11867,567,3740,446,64,77,301,245,1412,459
24574,4009,514,3280,472,596,247,12,51,19,62,126,127
24577,4720,557,3096,459,1493,388,12,0,0,36,262,210
24578,926,321,878,299,0,12,12,33,0,36,30,58
24579,1256,276,1244,272,12,15,12,0,0,36,0,36
24580,531,183,423,177,108,80,12,0,0,36,0,36
24581,27,43,0,12,27,43,12,0,0,36,0,36
24586,5819,810,4761,791,759,238,17,0,192,210,214,163
24588,9936,666,7859,680,1789,388,28,54,55,99,358,245
24589,3170,587,2058,412,623,237,12,97,0,36,784,632
24590,7779,773,6196,675,1267,408,9,55,41,86,440,307
24592,13342,724,6990,678,5837,440,59,173,145,175,394,339
24593,2260,538,1425,402,813,329,12,0,0,36,44,68
24594,1600,461,1478,449,122,110,12,0,0,36,0,36
24595,639,168,536,139,62,46,12,6,35,75,0,36
24597,1151,245,772,212,334,178,55,0,45,79,0,36
24598,1677,353,1448,344,150,123,12,6,0,36,146,106
24599,1083,357,866,330,217,131,12,0,0,36,0,36
24601,0,12,0,12,0,12,12,0,0,36,0,36
24602,670,319,670,319,0,12,12,0,0,36,0,36
24603,766,260,762,259,0,12,12,0,0,36,8,36
24604,189,135,183,135,6,12,12,0,0,36,0,36
24605,7870,428,7263,443,410,284,54,75,64,92,116,95
24606,209,193,209,193,0,12,12,0,0,36,0,36
24607,254,111,254,111,0,12,12,0,0,36,0,36
24609,7136,704,7103,701,16,24,23,0,14,57,6,31
24612,165,110,165,110,0,12,12,0,0,36,0,36
24613,560,321,560,321,0,12,12,0,0,36,0,36
24614,7198,687,6571,650,300,107,35,214,90,105,46,85
24620,2932,492,2884,485,0,12,12,0,0,36,96,164
24622,839,283,833,283,0,12,12,0,0,36,12,36
24628,250,136,250,136,0,12,12,0,0,36,0,36
24630,7148,816,6666,763,369,253,21,35,30,68,96,117
24631,2334,412,1962,362,273,136,23,11,56,103,64,62
24634,462,148,462,148,0,12,12,0,0,36,0,36
24635,1420,149,1068,150,230,55,12,11,6,34,210,114
24637,3683,540,3551,543,19,31,12,80,24,66,18,46
24639,3412,435,3322,428,3,10,12,10,0,36,154,144
24641,5489,94,5283,192,103,117,11,0,21,64,164,171
24646,642,180,642,180,0,12,12,0,0,36,0,36
24649,2705,440,2627,440,0,12,67,0,39,91,78,156
24651,5665,632,5214,554,189,125,30,44,100,159,236,237
24656,2906,460,2892,456,0,12,12,0,14,52,0,36
24657,381,139,365,134,16,29,12,0,0,36,0,36
