id,county_id,Name,AltName,OrigName,State,County1,County2,County3,OrigCounty,Established,Discontinued,Continuous,StampIndex,ID,Coordinates,Duration,GNIS.Match,GNIS.Name,GNIS.County,GNIS.State,GNIS.FEATURE_ID,GNIS.Feature.Class,GNIS.OrigName,GNIS.OrigCounty,GNIS.Latitude,GNIS.Longitude,GNIS.ELEV_IN_M,GNIS.Dist,Latitude,Longitude
0,17,AARON,,AARON,VA,CARROLL,,,Carroll,1881,1911,FALSE,4,64318,FALSE,30,FALSE,,,,,,,,,,,,,
1,17,ABBIE,,ABBIE,VA,CARROLL,,,Carroll,1900,1904,TRUE,6,64334,FALSE,4,FALSE,,,,,,,,,,,,,
2,22,ABBOTT,,ABBOTT,VA,CRAIG,,,Craig,1873,1935,TRUE,2,64339,TRUE,62,TRUE,ABBOTT,CRAIG,VA,1495179,Populated Place,Abbott,Craig,37.4292967,-80.1394911,418,1,37.4292967,-80.1394911
3,88,ABB'S VALLEY,ABBS VALLEY,ABB'S VALLEY,VA,TAZEWELL,,,Tazewell,1848,1891,FALSE,5,64348,TRUE,43,TRUE,ABBS VALLEY,TAZEWELL,VA,1499037,Populated Place,Abbs Valley,Tazewell,37.2440047,-81.4523273,797,1,37.2440047,-81.4523273
4,57,ABBYVILLE,ABBYSVILLE,ABBY(S)VILLE,VA,MECKLENBURG,,,Mecklenburg,1823,1908,FALSE,4,64349,FALSE,85,FALSE,,,,,,,,,,,,,
5,19,ABELL,,ABELL,VA,CHARLOTTE,,,Charlotte,1889,1906,TRUE,5,64358,TRUE,17,TRUE,ABELL,CHARLOTTE,VA,1690048,Populated Place,Abell (historical),Charlotte,37.0715322,-78.8508434,189,1,37.0715322,-78.8508434
6,3,ABERCORN,,ABERCORN,VA,AMELIA,,,Amelia,1895,1908,TRUE,5,64361,FALSE,13,FALSE,,,,,,,,,,,,,
7,4,ABERT,,ABERT,VA,AMHERST,,,Amherst,1887,1919,FALSE,4,64371,FALSE,32,FALSE,,,,,,,,,,,,,
8,19,ABILENE,,ABILENE,VA,CHARLOTTE,,,Charlotte,1894,1960,FALSE,1,64375,TRUE,66,TRUE,ABILENE,CHARLOTTE,VA,1492445,Populated Place,Abilene,Charlotte,37.1415394,-78.5441634,176,1,37.1415394,-78.5441634
9,90,ABINGDON,COURTHOUSE,ABINGDON (COURTHOUSE),VA,WASHINGTON,,,Washington,1792,,TRUE,0,64381,TRUE,,TRUE,ABINGDON,WASHINGTON,VA,1499032,Post Office,Abingdon Post Office,Washington,36.7083898,-81.9807016,632,1,36.7083898,-81.9807016
10,30,ABRAHAM,,ABRAHAM,VA,FLOYD,,,Floyd,1886,1904,TRUE,5,64388,FALSE,18,FALSE,,,,,,,,,,,,,
11,90,ABRAMS FALLS,,ABRAMS FALLS,VA,WASHINGTON,,,Washington,1889,1913,TRUE,4,64392,TRUE,24,TRUE,ABRAMS FALLS,WASHINGTON,VA,1462341,Church,Abrams Falls Church,Washington,36.6801037,-82.2765279,430,,36.6801037,-82.2765279
12,41,ACACIA,,ACACIA,VA,HANOVER,,,Hanover,1881,1881,TRUE,8,64401,FALSE,0,FALSE,,,,,,,,,,,,,
13,51,ACADIA,,ACADIA,VA,LEE,,,Lee,1896,1902,TRUE,5,64405,FALSE,6,FALSE,,,,,,,,,,,,,
14,85,ACCOKEEK,,ACCOKEEK,VA,STAFFORD,,,Stafford,1857,1873,FALSE,7,64412,FALSE,16,FALSE,,,,,,,,,,,,,
15,0,ACCOMAC COURTHOUSE,ACCOMACK COURTHOUSE,ACCOMAC(K) COURTHOUSE,VA,ACCOMACK,,,Accomack,1792,,TRUE,0,64413,TRUE,,TRUE,ACCOMAC COURT HOUSE,ACCOMACK,VA,1498445,Populated Place,Accomac Court House,Accomack,37.7195742,-75.6654845,12,0.944444444444444,37.7195742,-75.6654845
16,0,ACCOMAN,,ACCOMAN,VA,ACCOMACK,,,Accomack,1833,1848,TRUE,3,64414,TRUE,15,TRUE,ACCOMAC,ACCOMACK,VA,1779632,Post Office,Accomac Post Office,Accomack,37.7193883,-75.6697893,12,0.857142857142857,37.7193883,-75.6697893
17,28,ACCOTINK,,ACCOTINK,VA,FAIRFAX,,,Fairfax,1849,1935,TRUE,2,64417,TRUE,86,TRUE,ACCOTINK,FAIRFAX,VA,1494807,Populated Place,Accotink,Fairfax,38.7084486,-77.1594248,11,1,38.7084486,-77.1594248
18,35,ACHILLES,,ACHILLES,VA,GLOUCESTER,,,Gloucester,1890,,TRUE,0,64422,TRUE,,TRUE,ACHILLES,GLOUCESTER,VA,1778953,Post Office,Achilles Post Office,Gloucester,37.2798858,-76.4416931,2,1,37.2798858,-76.4416931
19,55,ACHSAH,,ACHSAH,VA,MADISON,,,Madison,1905,1963,TRUE,1,64424,FALSE,58,FALSE,,,,,,,,,,,,,
20,40,ACORN,,ACORN,VA,HALIFAX,,,Halifax,1898,1904,TRUE,5,64444,TRUE,6,TRUE,ACORN,HALIFAX,VA,1496779,Populated Place,Acorn,Halifax,36.9662507,-78.9825141,195,1,36.9662507,-78.9825141
21,91,ACORN,,ACORN,VA,WESTMORELAND,,,Westmoreland,1907,1968,TRUE,1,64445,TRUE,61,TRUE,ACORN,WESTMORELAND,VA,1477060,Populated Place,Acorn,Westmoreland,38.0192976,-76.6491233,40,1,38.0192976,-76.6491233
22,33,ACORN HILL,,ACORN HILL,VA,FREDERICK,,,Frederick,1858,1885,FALSE,6,64449,FALSE,27,FALSE,,,,,,,,,,,,,
23,85,ACQUIA CREEK,,ACQUIA CREEK,VA,STAFFORD,,,Stafford,1869,1870,TRUE,9,64451,TRUE,1,TRUE,ACQUIA CREEK,STAFFORD,VA,2458857,Populated Place,Acquia Creek,Stafford,38.4307,-77.3764,41,1,38.4307,-77.3764
24,49,ACQUINTON,,ACQUINTON,VA,KING WILLIAM,,,King William,1849,1866,TRUE,7,64452,TRUE,17,TRUE,ACQUINTON,KING WILLIAM,VA,2465034,School,Acquinton Elementary School,King William,37.6931097,-77.0345321,41,1,37.6931097,-77.0345321
25,4,ACREE,,ACREE,VA,AMHERST,,,Amherst,1903,1904,TRUE,7,64453,FALSE,1,FALSE,,,,,,,,,,,,,
26,70,ACTEON,,ACTEON,VA,PRINCE EDWARD,,,Prince Edward,1890,1906,TRUE,5,64455,FALSE,16,FALSE,,,,,,,,,,,,,
27,29,ADA,,ADA,VA,FAUQUIER,,,Fauquier,1895,1905,TRUE,5,64465,TRUE,10,TRUE,ADA,FAUQUIER,VA,1496780,Populated Place,Ada,Fauquier,38.8370583,-77.9183286,219,1,38.8370583,-77.9183286
28,80,ADAMAR,,ADAMAR,VA,SCOTT,,,Scott,1904,1913,TRUE,4,64488,FALSE,9,FALSE,,,,,,,,,,,,,
29,67,ADAMS,,ADAMS,VA,PATRICK,,,Patrick,1833,1835,TRUE,9,64500,FALSE,2,FALSE,,,,,,,,,,,,,
30,83,ADAMS GROVE,,ADAMS GROVE,VA,SOUTHAMPTON,,,Southampton,1881,1957,TRUE,1,64509,TRUE,76,TRUE,ADAMS GROVE,SOUTHAMPTON,VA,1477062,Populated Place,Adams Grove,Southampton,36.6932056,-77.3852524,28,1,36.6932056,-77.3852524
31,68,ADAMS MILL,,ADAMS MILL,VA,PITTSYLVANIA,,,Pittsylvania,1828,1828,TRUE,9,64511,FALSE,0,FALSE,,,,,,,,,,,,,
32,26,ADDISON,,ADDISON,VA,DINWIDDIE,,,Dinwiddie,1903,1922,TRUE,3,64546,TRUE,19,TRUE,ADDISON,DINWIDDIE,VA,1499041,Populated Place,Addison,Dinwiddie,37.1976505,-77.502486,58,1,37.1976505,-77.502486
33,70,ADELLE,,ADELLE,VA,PRINCE EDWARD,,,Prince Edward,1902,1905,TRUE,5,64565,FALSE,3,FALSE,,,,,,,,,,,,,
34,80,ADELPHIA,,ADELPHIA,VA,SCOTT,,,Scott,1893,1907,TRUE,5,64569,FALSE,14,FALSE,,,,,,,,,,,,,
35,72,ADEN,,ADEN,VA,PRINCE WILLIAM,,,Prince William,1890,1908,TRUE,5,64572,TRUE,18,TRUE,ADEN,PRINCE WILLIAM,VA,1496782,Populated Place,Aden,Prince William,38.6551191,-77.5372104,64,1,38.6551191,-77.5372104
36,60,ADIAL,,ADIAL,VA,NELSON,,,Nelson,1899,1941,TRUE,2,64575,TRUE,42,TRUE,ADIAL,NELSON,VA,1495183,Populated Place,Adial,Nelson,37.8648627,-78.8302989,171,1,37.8648627,-78.8302989
37,83,ADLAI,,ADLAI,VA,SOUTHAMPTON,,,Southampton,1893,1894,TRUE,5,64584,FALSE,1,FALSE,,,,,,,,,,,,,
38,7,ADLAI,,ADLAI,VA,AUGUSTA,,,Augusta,1895,1907,TRUE,5,64585,FALSE,12,FALSE,,,,,,,,,,,,,
39,51,ADMANT,,ADMANT,VA,LEE,,,Lee,1894,1906,TRUE,5,64588,FALSE,12,FALSE,,,,,,,,,,,,,
40,35,ADNER,,ADNER,VA,GLOUCESTER,,,Gloucester,1892,1956,TRUE,1,64591,TRUE,64,TRUE,ADNER,GLOUCESTER,VA,1495184,Populated Place,Adner,Gloucester,37.498753,-76.6332884,27,1,37.498753,-76.6332884
41,40,ADONIS,,ADONIS,VA,HALIFAX,,,Halifax,1900,1903,TRUE,6,64599,FALSE,3,FALSE,,,,,,,,,,,,,
42,88,ADRIA,,ADRIA,VA,TAZEWELL,,,Tazewell,1895,1929,TRUE,3,64601,TRUE,34,TRUE,ADRIA,TAZEWELL,VA,1462375,Populated Place,Adria,Tazewell,37.1687262,-81.5459425,751,1,37.1687262,-81.5459425
43,24,ADRIANCE,,ADRIANCE,VA,CUMBERLAND,,,Cumberland,1890,1910,FALSE,4,64610,TRUE,20,TRUE,ADRIANCE,CUMBERLAND,VA,1477227,Populated Place,Adriance,Cumberland,37.3968182,-78.3019404,144,1,37.3968182,-78.3019404
44,12,ADSIT,,ADSIT,VA,BRUNSWICK,,,Brunswick,1908,1969,TRUE,1,64611,TRUE,61,TRUE,ADSIT,BRUNSWICK,VA,1499042,Populated Place,Adsit,Brunswick,36.8273707,-77.6980451,88,1,36.8273707,-77.6980451
45,1,ADVANCE MILLS,,ADVANCE MILLS,VA,ALBEMARLE,,,Albemarle,1884,1946,TRUE,1,64622,TRUE,62,TRUE,ADVANCE MILLS,ALBEMARLE,VA,1494174,Populated Place,Advance Mills,Albemarle,38.1831889,-78.4386216,119,1,38.1831889,-78.4386216
46,82,ADWOLF,,ADWOLF,VA,SMYTH,,,Smyth,1886,1903,TRUE,5,64625,TRUE,17,TRUE,ADWOLF,SMYTH,VA,1495185,Populated Place,Adwolf,Smyth,36.7892824,-81.5820609,710,1,36.7892824,-81.5820609
47,60,AFTON,,AFTON,VA,NELSON,,,Nelson,1857,,TRUE,0,64643,TRUE,,TRUE,AFTON,NELSON,VA,2766144,Post Office,Afton Post Office,Nelson,38.0324567,-78.8391393,421,1,38.0324567,-78.8391393
48,60,AGEE,,AGEE,VA,NELSON,,,Nelson,1893,1915,TRUE,4,64654,FALSE,22,FALSE,,,,,,,,,,,,,
49,72,AGNEWVILLE,,AGNEWVILLE,VA,PRINCE WILLIAM,,,Prince William,1891,1927,TRUE,3,64668,TRUE,36,TRUE,AGNEWVILLE,PRINCE WILLIAM,VA,1496783,Populated Place,Agnewville,Prince William,38.6692833,-77.2858168,75,1,38.6692833,-77.2858168
50,4,AGRICOLA,,AGRICOLA,VA,AMHERST,,,Amherst,1902,1963,FALSE,1,64672,TRUE,61,TRUE,AGRICOLA,AMHERST,VA,1499044,Populated Place,Agricola,Amherst,37.5312504,-79.2439176,231,1,37.5312504,-79.2439176
51,45,AGUSTE,,AGUSTE,VA,ISLE OF WIGHT,,,Isle of Wight,1890,1903,TRUE,5,64675,FALSE,13,FALSE,,,,,,,,,,,,,
52,77,AH SID,,AH SID,VA,ROCKBRIDGE,,,Rockbridge,1886,1890,TRUE,7,64677,FALSE,4,FALSE,,,,,,,,,,,,,
53,65,AHALA,,AHALA,VA,ORANGE,,,Orange,1894,1906,FALSE,5,64679,FALSE,12,FALSE,,,,,,,,,,,,,
54,16,AID,,AID,VA,CAROLINE,,,Caroline,1901,1905,TRUE,6,64692,FALSE,4,FALSE,,,,,,,,,,,,,
55,83,AIDYL,,AIDYL,VA,SOUTHAMPTON,,,Southampton,1896,1907,TRUE,5,64694,FALSE,11,FALSE,,,,,,,,,,,,,
56,25,AILY,,AILY,VA,DICKENSON,,,Dickenson,1890,1963,FALSE,1,64696,TRUE,73,TRUE,AILY,DICKENSON,VA,1496784,Populated Place,Aily,Dickenson,37.0870514,-82.2854202,474,1,37.0870514,-82.2854202
57,11,AIR MOUNT,,AIR MOUNT,VA,BOTETOURT,,,Botetourt,1802,1808,TRUE,9,64703,FALSE,6,FALSE,,,,,,,,,,,,,
58,83,AIRFIELD,,AIRFIELD,VA,SOUTHAMPTON,,,Southampton,1874,1904,TRUE,5,64709,FALSE,30,FALSE,,,,,,,,,,,,,
59,52,AIRMOUNT,,AIRMOUNT,VA,LOUDOUN,,,Loudoun,1897,1912,TRUE,4,64715,TRUE,15,TRUE,AIRMONT,LOUDOUN,VA,1477063,Populated Place,Airmont,Loudoun,39.0848286,-77.7869389,150,0.875,39.0848286,-77.7869389
60,76,AIRPOINT,,AIRPOINT,VA,ROANOKE,,,Roanoke,1878,1954,TRUE,1,64716,TRUE,76,TRUE,AIRPOINT,ROANOKE,VA,1492450,Populated Place,Airpoint,Roanoke,37.1712464,-80.1142065,810,1,37.1712464,-80.1142065
61,87,AIVLAND,,AIVLAND,VA,SUSSEX,,,Sussex,1891,1908,TRUE,5,64722,FALSE,17,FALSE,,,,,,,,,,,,,
62,68,AJAX,,AJAX,VA,PITTSYLVANIA,,,Pittsylvania,1895,1965,TRUE,1,64727,TRUE,70,TRUE,AJAX,PITTSYLVANIA,VA,1477064,Populated Place,Ajax,Pittsylvania,36.9809772,-79.5769733,276,1,36.9809772,-79.5769733
63,28,AKERS,,AKERS,VA,FAIRFAX,,,Fairfax,1884,1896,TRUE,5,64733,FALSE,12,FALSE,,,,,,,,,,,,,
64,88,AKERS,,AKERS,VA,TAZEWELL,,,Tazewell,1902,1906,TRUE,5,64734,FALSE,4,FALSE,,,,,,,,,,,,,
65,23,ALANTHUS,,ALANTHUS,VA,CULPEPER,,,Culpeper,1891,1940,TRUE,2,64753,TRUE,49,TRUE,ALANTHUS,CULPEPER,VA,1477065,Populated Place,Alanthus,Culpeper,38.5420682,-77.9327736,137,1,38.5420682,-77.9327736
66,65,ALBANO,,ALBANO,VA,ORANGE,,,Orange,1893,1935,TRUE,2,64768,TRUE,42,TRUE,ALBANO,ORANGE,VA,1492452,Populated Place,Albano,Orange,38.2073551,-78.304173,152,1,38.2073551,-78.304173
67,1,ALBERENE,,ALBERENE,VA,ALBEMARLE,,,Albemarle,1890,1964,TRUE,1,64785,TRUE,74,TRUE,ALBERENE,ALBEMARLE,VA,1492453,Populated Place,Alberene,Albemarle,37.8865304,-78.6164036,160,1,37.8865304,-78.6164036
68,12,ALBERTA,,ALBERTA,VA,BRUNSWICK,,,Brunswick,1907,,TRUE,0,64795,TRUE,,TRUE,ALBERTA,BRUNSWICK,VA,2767198,Post Office,Alberta Post Office,Brunswick,36.8638271,-77.8863505,115,1,36.8638271,-77.8863505
69,28,ALBIN,,ALBIN,VA,FAIRFAX,,,Fairfax,1898,1934,FALSE,2,64807,FALSE,36,FALSE,,,,,,,,,,,,,
70,40,ALCHIE,,ALCHIE,VA,HALIFAX,,,Halifax,1875,1907,TRUE,5,64827,TRUE,32,TRUE,ALCHIE,HALIFAX,VA,1499047,Populated Place,Alchie,Halifax,36.8923608,-79.0164033,176,1,36.8923608,-79.0164033
71,84,ALCOCK,,ALCOCK,VA,SPOTSYLVANIA,,,Spotsylvania,1907,1911,TRUE,5,64831,FALSE,4,FALSE,,,,,,,,,,,,,
72,14,ALCOMA,,ALCOMA,VA,BUCKINGHAM,,,Buckingham,1894,1966,TRUE,1,64832,TRUE,72,TRUE,ALCOMA,BUCKINGHAM,VA,1492454,Populated Place,Alcoma,Buckingham,37.5487564,-78.5922292,155,1,37.5487564,-78.5922292
73,47,ALDEN,,ALDEN,VA,KING GEORGE,,,King George,1875,1923,TRUE,3,64843,TRUE,48,TRUE,ALDEN,KING GEORGE,VA,1749172,Populated Place,Alden,King George,38.2742951,-77.0719192,34,1,38.2742951,-77.0719192
74,28,ALDERMAN,,ALDERMAN,VA,FAIRFAX,,,Fairfax,1901,1904,TRUE,6,64851,FALSE,3,FALSE,,,,,,,,,,,,,
75,52,ALDIE,,ALDIE,VA,LOUDOUN,,,Loudoun,1911,,TRUE,0,64855,TRUE,,TRUE,ALDIE,LOUDOUN,VA,1749679,Post Office,Aldie Post Office,Loudoun,38.9761947,-77.6432394,100,1,38.9761947,-77.6432394
76,28,ALEAN,,ALEAN,VA,FAIRFAX,,,Fairfax,1898,1906,TRUE,5,64864,FALSE,8,FALSE,,,,,,,,,,,,,
77,95,ALEXANDRIA,,ALEXANDRIA,VA,ALEXANDRIA,,,Alexandria,1775,,TRUE,0,64890,TRUE,,TRUE,ALEXANDRIA,ALEXANDRIA,VA,2459340,Post Office,Alexandria Post Office,Alexandria (city),38.8122242,-77.0504107,14,1,38.8122242,-77.0504107
78,50,ALFONSO,,ALFONSO,VA,LANCASTER,,,Lancaster,1893,1995,FALSE,1,64902,TRUE,102,TRUE,ALFONSO,LANCASTER,VA,1462395,Populated Place,Alfonso,Lancaster,37.8087486,-76.5080076,30,1,37.8087486,-76.5080076
79,1,ALFRED,,ALFRED,VA,ALBEMARLE,,,Albemarle,1889,1908,TRUE,5,64908,FALSE,19,FALSE,,,,,,,,,,,,,
80,88,ALFREDTON,,ALFREDTON,VA,TAZEWELL,,,Tazewell,1908,1924,TRUE,3,64913,TRUE,16,TRUE,AFREDTON,TAZEWELL,VA,1497593,Populated Place,Afredton,Tazewell,37.1306692,-81.7831702,670,0.888888888888889,37.1306692,-81.7831702
81,28,ALGER,,ALGER,VA,FAIRFAX,,,Fairfax,1898,1898,TRUE,7,64917,FALSE,0,FALSE,,,,,,,,,,,,,
82,28,ALGOMA,,ALGOMA,VA,FAIRFAX,,,Fairfax,1881,1903,TRUE,5,64924,FALSE,22,FALSE,,,,,,,,,,,,,
83,4,ALHAMBRA,,ALHAMBRA,VA,AMHERST,,,Amherst,1889,1932,TRUE,2,64942,TRUE,43,TRUE,ALHAMBRA,AMHERST,VA,1481274,Populated Place,Alhambra,Amherst,37.7868045,-79.08975,402,1,37.7868045,-79.08975
84,25,ALKA,,ALKA,VA,DICKENSON,,,Dickenson,1909,1918,TRUE,4,64965,TRUE,9,TRUE,ALKA,DICKENSON,VA,1497362,Populated Place,Alka (historical),Dickenson,37.0312152,-82.4740406,546,1,37.0312152,-82.4740406
85,11,ALL,,ALL,VA,BOTETOURT,,,Botetourt,1921,1939,TRUE,2,64968,FALSE,18,FALSE,,,,,,,,,,,,,
86,2,ALLEGHANY,,ALLEGHANY,VA,ALLEGHANY,,,Alleghany,1917,1966,TRUE,1,64983,TRUE,49,TRUE,ALLEGHANY,ALLEGHANY,VA,1492459,Populated Place,Alleghany,Alleghany,37.7473446,-80.2403456,626,1,37.7473446,-80.2403456
87,59,ALLEGHANY SPRING,ALLEGHANY SPRINGS,ALLEGHANY SPRING(S),VA,MONTGOMERY,,,Montgomery,1854,1940,TRUE,2,64984,TRUE,86,TRUE,ALLEGHANY SPRING,MONTGOMERY,VA,1462400,Populated Place,Alleghany Spring,Montgomery,37.128188,-80.2650439,426,1,37.128188,-80.2650439
88,2,ALLEGHANY STATION,ALLEGHANY,ALLEGHANY STATION,VA,ALLEGHANY,,,Alleghany,1869,1917,FALSE,4,64985,TRUE,48,TRUE,ALLEGHANY STATION,ALLEGHANY,VA,1492459,Populated Place,Alleghany Station,Alleghany,37.7473446,-80.2403456,626,1,37.7473446,-80.2403456
89,60,ALLEN'S CREEK,ALLENS CREEK,ALLEN'S CREEK,VA,NELSON,,,Nelson,1852,1941,TRUE,2,65022,TRUE,89,TRUE,ALLENS CREEK,NELSON,VA,1494809,Populated Place,Allens Creek,Nelson,37.5468094,-78.8686293,128,1,37.5468094,-78.8686293
90,14,ALLENSLEVEL,,ALLENSLEVEL,VA,BUCKINGHAM,,,Buckingham,1886,1928,TRUE,3,65032,TRUE,42,TRUE,ALLENSLEVEL,BUCKINGHAM,VA,1492460,Populated Place,Allenslevel,Buckingham,37.5618133,-78.4894473,165,1,37.5618133,-78.4894473
91,80,ALLEY,,ALLEY,VA,SCOTT,,,Scott,1881,1911,TRUE,4,65057,TRUE,30,TRUE,ALLEN,SCOTT,VA,1481279,Cemetery,Allen Cemetery,Scott,36.7783929,-82.6639292,537,0.8,36.7783929,-82.6639292
92,86,ALLIANCE,,ALLIANCE,VA,SURRY,,,Surry,1889,1933,TRUE,2,65062,TRUE,44,TRUE,ALLIANCE,SURRY,VA,1477068,Populated Place,Alliance,Surry,37.138204,-76.7835706,24,1,37.138204,-76.7835706
93,73,ALLISONIA,,ALLISONIA,VA,PULASKI,,,Pulaski,1872,1984,FALSE,1,65077,TRUE,112,TRUE,ALLISONIA,PULASKI,VA,1495189,Populated Place,Allisonia,Pulaski,36.9392893,-80.7361807,569,1,36.9392893,-80.7361807
94,35,ALLMONDSVILLE,,ALLMONDSVILLE,VA,GLOUCESTER,,,Gloucester,1888,1941,TRUE,2,65081,TRUE,53,TRUE,ALLMONDSVILLE,GLOUCESTER,VA,1462423,Populated Place,Allmondsville,Gloucester,37.3934773,-76.6507889,8,1,37.3934773,-76.6507889
95,47,ALLNUTT,,ALLNUTT,VA,KING GEORGE,,,King George,1922,1951,TRUE,1,65082,TRUE,29,TRUE,ALLNUT,KING GEORGE,VA,1492462,Populated Place,Allnut,King George,38.3081829,-77.1058092,47,0.857142857142857,38.3081829,-77.1058092
96,93,ALLOWAY,,ALLOWAY,VA,WYTHE,,,Wythe,1923,1934,TRUE,2,65088,TRUE,11,TRUE,ALLOWAY,WYTHE,VA,1493045,Populated Place,Alloway,Wythe,36.9115086,-81.1575933,680,1,36.9115086,-81.1575933
97,4,ALLWOOD,,ALLWOOD,VA,AMHERST,,,Amherst,1874,1904,TRUE,5,65094,TRUE,30,TRUE,ALLWOOD,AMHERST,VA,1481294,Populated Place,Allwood,Amherst,37.6495816,-79.2208632,304,1,37.6495816,-79.2208632
98,66,ALMA,,ALMA,VA,PAGE,,,Page,1854,1907,TRUE,5,65103,TRUE,53,TRUE,ALMA,PAGE,VA,1499049,Populated Place,Alma,Page,38.5912324,-78.5575118,241,1,38.5912324,-78.5575118
99,68,ALMAGRO,,ALMAGRO,VA,PITTSYLVANIA,,,Pittsylvania,1894,1935,TRUE,2,65112,FALSE,41,FALSE,,,,,,,,,,,,,
100,92,ALMIRA,,ALMIRA,VA,WISE,,,Wise,1902,1958,TRUE,1,65119,TRUE,56,TRUE,ALMIRA,WISE,VA,1495190,Populated Place,Almira,Wise,37.1420479,-82.6221003,498,1,37.1420479,-82.6221003
101,78,ALMOND,,ALMOND,VA,ROCKINGHAM,,,Rockingham,1882,1912,FALSE,4,65123,TRUE,30,TRUE,ALMOND,ROCKINGHAM,VA,1779310,Populated Place,Almond (historical),Rockingham,38.3376277,-78.715855,308,1,38.3376277,-78.715855
102,0,ALMSVILLE,,ALMSVILLE,VA,ACCOMACK,,,Accomack,1863,1863,TRUE,9,65133,FALSE,0,FALSE,,,,,,,,,,,,,
103,77,ALONE,,ALONE,VA,ROCKBRIDGE,,,Rockbridge,1855,1904,FALSE,5,65138,FALSE,49,FALSE,,,,,,,,,,,,,
104,81,ALONZAVILLE,,ALONZAVILLE,VA,SHENANDOAH,,,Shenandoah,1870,1905,TRUE,5,65139,TRUE,35,TRUE,ALONZAVILLE,SHENANDOAH,VA,1477963,Populated Place,Alonzaville,Shenandoah,38.9287214,-78.5464001,332,1,38.9287214,-78.5464001
105,40,ALPHA,,ALPHA,VA,HALIFAX,,,Halifax,1871,1874,TRUE,7,65154,FALSE,3,FALSE,,,,,,,,,,,,,
106,14,ALPHA,,ALPHA,VA,BUCKINGHAM,,,Buckingham,1890,1957,TRUE,1,65155,TRUE,67,TRUE,ALPHA,BUCKINGHAM,VA,1492464,Populated Place,Alpha,Buckingham,37.5829246,-78.417224,182,1,37.5829246,-78.417224
107,77,ALPHIN,,ALPHIN,VA,ROCKBRIDGE,,,Rockbridge,1885,1908,TRUE,5,65160,TRUE,23,TRUE,ALPHIN,ROCKBRIDGE,VA,1493245,Populated Place,Alphin,Rockbridge,37.8067969,-79.6017093,414,1,37.8067969,-79.6017093
108,12,ALPS,,ALPS,VA,BRUNSWICK,,,Brunswick,1881,1889,TRUE,7,65176,FALSE,8,FALSE,,,,,,,,,,,,,
109,16,ALPS,,ALPS,VA,CAROLINE,,,Caroline,1906,1973,TRUE,1,65177,TRUE,67,TRUE,ALPS,CAROLINE,VA,1462425,Locale,Alps,Caroline,37.9931911,-77.1794205,55,1,37.9931911,-77.1794205
110,84,ALRICH,,ALRICH,VA,SPOTSYLVANIA,,,Spotsylvania,1892,1908,TRUE,5,65179,FALSE,16,FALSE,,,,,,,,,,,,,
111,84,ALRICH'S CROSSING,ALRICHS CROSSING,ALRICH'S CROSSING,VA,SPOTSYLVANIA,,,Spotsylvania,1877,1892,TRUE,5,65180,FALSE,15,FALSE,,,,,,,,,,,,,
112,84,ALSOP,,ALSOP,VA,SPOTSYLVANIA,,,Spotsylvania,1826,1826,TRUE,9,65183,TRUE,0,TRUE,ALSOP,SPOTSYLVANIA,VA,1477069,Populated Place,Alsop,Spotsylvania,38.2070765,-77.6494336,94,1,38.2070765,-77.6494336
113,79,ALTA VISTA,,ALTA VISTA,VA,RUSSELL,,,Russell,1860,1872,FALSE,7,65199,FALSE,12,FALSE,,,,,,,,,,,,,
114,73,ALTAMAHA,,ALTAMAHA,VA,PULASKI,,,Pulaski,1880,1890,TRUE,6,65200,FALSE,10,FALSE,,,,,,,,,,,,,
115,15,ALTAVISTA,,ALTAVISTA,VA,CAMPBELL,,,Campbell,1908,,TRUE,0,65209,TRUE,,TRUE,ALTAVISTA,CAMPBELL,VA,1674920,Post Office,Altavista Post Office,Campbell,37.1094246,-79.2910823,180,1,37.1094246,-79.2910823
116,9,ALTHEA,,ALTHEA,VA,BEDFORD,,,Bedford,1897,1904,TRUE,6,65213,FALSE,7,FALSE,,,,,,,,,,,,,
117,59,ALTIZERS STORE,,ALTIZERS STORE,VA,MONTGOMERY,,,Montgomery,1878,1879,TRUE,8,65216,FALSE,1,FALSE,,,,,,,,,,,,,
118,53,ALTO,,ALTO,VA,LOUISA,,,Louisa,1851,1866,TRUE,7,65220,FALSE,15,FALSE,,,,,,,,,,,,,
119,47,ALTO,,ALTO,VA,KING GEORGE,,,King George,1886,1889,TRUE,7,65221,FALSE,3,FALSE,,,,,,,,,,,,,
120,4,ALTO,,ALTO,VA,AMHERST,,,Amherst,1895,1943,TRUE,2,65222,TRUE,48,TRUE,ALTO,AMHERST,VA,1495191,Populated Place,Alto,Amherst,37.7720791,-79.2278095,680,1,37.7720791,-79.2278095
121,40,ALTON,,ALTON,VA,HALIFAX,,,Halifax,1890,,TRUE,0,65233,TRUE,,TRUE,ALTON,HALIFAX,VA,2766148,Post Office,Alton Post Office,Halifax,36.5730411,-79.0024244,168,1,36.5730411,-79.0024244
122,30,ALUM RIDGE,,ALUM RIDGE,VA,FLOYD,,,Floyd,1877,1985,TRUE,1,65261,TRUE,108,TRUE,ALUM RIDGE,FLOYD,VA,1462433,Locale,Alum Ridge,Floyd,36.9429085,-80.4597774,780,1,36.9429085,-80.4597774
123,2,ALUM ROCK,,ALUM ROCK,VA,ALLEGHANY,,,Alleghany,1850,1855,TRUE,8,65263,FALSE,5,FALSE,,,,,,,,,,,,,
